NAME	TITLE	SCORE	
AKAP12		20.53367	
EREG		19.73946	
DCLK1		16.36195	
GAL		15.986808	
ANO1		15.421153	
HSPA1B		15.011647	
L1CAM		14.447167	
GJB3		14.320867	
KLF6		14.174759	
ASNS		14.031243	
CDKN2B		13.835123	
HSPA6		13.62443	
DUSP5		13.573208	
COL7A1		13.395701	
DCBLD2		13.391103	
ATP6V0A4		13.209323	
EMP1		13.14857	
CST7		12.65433	
ARHGEF4		12.63157	
EMR2		12.311453	
HSPA1A		12.287133	
HSPH1		12.21429	
ATF3		12.116978	
FLJ43879		12.025842	
GLUD1		11.989537	
GRPEL1		11.894714	
HSPD1		11.812726	
CACYBP		11.783481	
LIF		11.72445	
IFRD1		11.653661	
INO80C		11.517866	
CYP51A1		11.470871	
ADAM19		11.439315	
ADK		11.4131775	
CHORDC1		11.399657	
GPR183		11.345645	
LINC00460		11.334965	
C1QBP		11.333258	
HSP90AA1		11.289322	
IER3		11.24937	
DDX21		11.194888	
ABCE1		11.160413	
ASPRV1		11.101817	
GADD45A		11.032906	
CCT8		11.012728	
CAV1		11.010795	
COL6A1		10.828128	
FJX1		10.811995	
CYCS		10.767339	
BRP44L		10.736292	
KLRC2		10.729652	
FEM1C		10.703072	
GARS		10.679131	
ASUN		10.654592	
ETF1		10.634566	
CCT2		10.624192	
LINC00152		10.554934	
KRT18		10.405422	
HSPE1		10.391729	
CAPN2		10.381706	
ARL4A		10.350108	
GDF15		10.343564	
ESRRB		10.337811	
ACAT1		10.296607	
DKC1		10.296472	
HMGCS1		10.293119	
DDIT4		10.283083	
KRT80		10.254834	
C12orf29		10.247693	
DNAJC2		10.188834	
DNAJB1		10.128161	
FAM162A		10.105733	
EBNA1BP2		10.063833	
EIF4EBP1		10.021185	
LAT2		9.998816	
KRTAP3-1		9.99666	
C10orf116		9.982358	
CHAC2		9.8708935	
EIF2S2		9.865241	
BRIX1		9.844707	
ACAT2		9.833896	
AGPAT9		9.826022	
H2AFZ		9.812187	
COX7B		9.797817	
DCAF13		9.792288	
JAG1		9.740627	
FKBP11		9.700933	
C1orf31		9.696373	
KLK6		9.689942	
FAM216A		9.661315	
GALNTL4		9.659779	
IARS		9.638998	
KRT17		9.609166	
HOMER1		9.593179	
CEBPZ		9.565918	
CBS		9.5456505	
COX7A2		9.513099	
FARSB		9.492484	
ERO1L		9.438519	
ANLN		9.433187	
FOXN2		9.398828	
KIAA0020		9.388612	
ELOVL6		9.36195	
AK2		9.344753	
FDFT1		9.318099	
HES7		9.309907	
ARHGAP29		9.264043	
GLRX3		9.256154	
C3orf26		9.236355	
ARG2		9.215366	
IL8		9.204597	
DUSP4		9.181127	
DDX18		9.1802845	
EIF2S1		9.168497	
DDIT3		9.16015	
IDI1		9.159874	
CITED2		9.144794	
EIF3J		9.120237	
EIF5B		9.109373	
FAM210A		9.071041	
GNL3		9.046722	
HSPA14		9.005151	
BCCIP		8.9926405	
GJA3		8.970462	
CSE1L		8.960422	
HBEGF		8.954211	
GJB2		8.948264	
AGPAT2		8.930901	
LGALS1		8.921265	
GTPBP4		8.920456	
DHCR7		8.918763	
CDKN2A		8.916594	
CAV2		8.908006	
FAM35A		8.907549	
COPS2		8.895418	
CCT5		8.881776	
FKBP4		8.846905	
DIMT1		8.790138	
HSPA9		8.770606	
CSRNP1		8.762631	
HMGA1		8.753189	
CISD1		8.744264	
KRR1		8.737112	
LINC00341		8.695321	
CACNA2D4		8.681476	
ATL2		8.678618	
ABCC4		8.657321	
AIM1L		8.639604	
EPRS		8.637487	
HIST1H2BG		8.629358	
ABLIM3		8.614562	
BOLA3		8.586654	
DLD		8.586637	
CCT6A		8.5808935	
HMGCR		8.5649395	
DPH3		8.549178	
BZW1		8.531325	
